NO,Kurs Jual,Kurs Beli,Tanggal
5853,15971.46,15812.54,12/6/2024
5854,15927.24,15768.76,12/9/2024
5855,15940.31,15781.69,12/10/2024
5856,15953.37,15794.63,12/11/2024
5857,15984.52,15825.48,12/12/2024
5858,16018.69,15859.31,12/13/2024
5859,16066.93,15907.07,12/16/2024
5860,16099.09,15938.91,12/17/2024
5861,16130.25,15969.75,12/18/2024
5862,16180.5,16019.5,12/19/2024
5863,16358.39,16195.61,12/20/2024
5864,16351.35,16188.65,12/23/2024
5865,16239.8,16078.2,12/24/2024
5866,16289.04,16126.96,12/27/2024
5867,16332.25,16169.75,12/30/2024
5868,16242.81,16081.19,12/31/2024
5869,16237.78,16076.22,1/2/2025
5870,16317.18,16154.82,1/3/2025
5871,16298.08,16135.92,1/6/2025
5872,16273.97,16112.03,1/7/2025
5873,16249.84,16088.16,1/8/2025
5874,16282,16120,1/9/2025
5875,16319.19,16156.81,1/10/2025
5876,16274.97,16113.03,1/13/2025
5877,16362.41,16199.59,1/14/2025
5878,16346.33,16183.67,1/15/2025
5879,16392.56,16229.44,1/16/2025
5880,16459.89,16296.11,1/17/2025
5881,16454.87,16291.14,1/20/2025
5882,16453.86,16290.14,1/21/2025
5883,16412.65,16249.34,1/22/2025
5884,16408.63,16245.36,1/23/2025
5885,16357.38,16194.62,1/24/2025
5886,16281,16119,1/30/2025
5887,16340.3,16177.7,1/31/2025
5888,16393.56,16230.44,2/3/2025
5889,16535.26,16370.74,2/4/2025
5890,16446.83,16283.17,2/5/2025
5891,16389.54,16226.46,2/6/2025
5892,16411.65,16248.35,2/7/2025
5893,16406.63,16243.38,2/10/2025
5894,16431.75,16268.25,2/11/2025
5895,16461.9,16298.1,2/12/2025
5896,16445.82,16282.18,2/13/2025
5897,16446.83,16283.17,2/14/2025
5898,16366.42,16203.58,2/17/2025
5899,16289.04,16126.96,2/18/2025
5900,16356.38,16193.63,2/19/2025
5901,16438.78,16275.22,2/20/2025
5902,16425.72,16262.28,2/21/2025
5903,16381.5,16218.5,2/24/2025
5904,16384.51,16221.49,2/25/2025
5905,16397.58,16234.42,2/26/2025
5906,16468.94,16305.07,2/27/2025
5907,16513.15,16348.84,2/28/2025
5908,16657.88,16492.13,3/3/2025
5909,16588.53,16423.47,3/4/2025
5910,16525.22,16360.78,3/5/2025
5911,16452.85,16289.15,3/6/2025
5912,16396.58,16233.42,3/7/2025
5913,16417.68,16254.32,3/10/2025
5914,16407.63,16244.37,3/11/2025
5915,16512.15,16347.85,3/12/2025
5916,16535.26,16370.74,3/13/2025
5917,16510.14,16345.86,3/14/2025
5918,16473.96,16310.04,3/17/2025
5919,16460.9,16297.1,3/18/2025
5920,16514.16,16349.84,3/19/2025
5921,16610.64,16445.36,3/20/2025
5922,16563.4,16398.6,3/21/2025
5923,16583.51,16418.49,3/24/2025
5924,16643.81,16478.19,3/25/2025
5925,16705.11,16538.89,3/26/2025
5926,16670.94,16505.06,3/27/2025
5927,16648.83,16483.17,4/8/2025
5928,16933.24,16764.76,4/9/2025
5929,17027.72,16858.28,4/10/2025
5930,16862.9,16695.1,4/11/2025
5931,16889.03,16720.97,4/14/2025
5932,16856.87,16689.13,4/15/2025
5933,16899.08,16730.92,4/16/2025
5934,16929.22,16760.78,4/17/2025
5935,16917.17,16748.83,4/21/2025
5936,16892.04,16723.96,4/22/2025
5937,16946.31,16777.69,4/23/2025
5938,16964.4,16795.6,4/24/2025
5939,16968.42,16799.58,4/25/2025
5940,16913.15,16744.85,4/28/2025
5941,16946.31,16777.69,4/29/2025
5942,16870.94,16703.06,4/30/2025
5943,16762.4,16595.6,5/2/2025
5944,16575.47,16410.53,5/5/2025
5945,16503.1,16338.9,5/6/2025
5946,16554.36,16389.64,5/7/2025
5947,16615.67,16450.33,5/8/2025
5948,16579.49,16414.51,5/9/2025
5949,16614.66,16449.34,5/14/2025
5950,16650.84,16485.16,5/15/2025
5951,16617.67,16452.33,5/16/2025
5952,16506.12,16341.88,5/19/2025
5953,16537.28,16372.73,5/20/2025
5954,16488.03,16323.97,5/21/2025
5955,16495.06,16330.93,5/22/2025
5956,16394.56,16231.43,5/23/2025
5957,16370.44,16207.56,5/26/2025
5958,16288.03,16125.97,5/27/2025
5959,16336.27,16173.73,5/28/2025
5960,16381.5,16218.5,6/2/2025
5961,16378.49,16215.51,6/3/2025
5962,16369.44,16206.56,6/4/2025
5963,16386.53,16223.48,6/5/2025
5964,16358.39,16195.61,6/10/2025
5965,16357.38,16194.62,6/11/2025
5966,16346.33,16183.67,6/12/2025
5967,16318.18,16155.82,6/13/2025
5968,16374.47,16211.53,6/16/2025
5969,16377.48,16214.52,6/17/2025
5970,16362.41,16199.59,6/18/2025
5971,16400.6,16237.41,6/19/2025
5972,16459.89,16296.11,6/20/2025
