NO,Kurs Jual,Kurs Beli,Tanggal
3548,13414,13280,7/9/2015
3549,13371,13237,7/10/2015
3550,13376,13242,7/13/2015
3551,13387,13253,7/14/2015
3552,13396,13262,7/15/2015
3553,13435,13301,7/22/2015
3554,13461,13327,7/23/2015
3555,13515,13381,7/24/2015
3556,13520,13386,7/27/2015
3557,13527,13393,7/28/2015
3558,13511,13377,7/29/2015
3559,13535,13401,7/30/2015
3560,13548,13414,7/31/2015
3561,13559,13425,8/3/2015
3562,13562,13428,8/4/2015
3563,13585,13449,8/5/2015
3564,13597,13461,8/6/2015
3565,13604,13468,8/7/2015
3566,13604,13468,8/10/2015
3567,13609,13473,8/11/2015
3568,13827,13689,8/12/2015
3569,13816,13678,8/13/2015
3570,13832,13694,8/14/2015
3571,13900,13762,8/18/2015
3572,13893,13755,8/19/2015
3573,13907,13769,8/20/2015
3574,13964,13826,8/21/2015
3575,14068,13928,8/24/2015
3576,14137,13997,8/25/2015
3577,14173,14031,8/26/2015
3578,14199,14057,8/27/2015
3579,14081,13941,8/28/2015
3580,14097,13957,8/31/2015
3581,14151,14011,9/1/2015
3582,14198,14056,9/2/2015
3583,14231,14089,9/3/2015
3584,14249,14107,9/4/2015
3585,14305,14163,9/7/2015
3586,14356,14214,9/8/2015
3587,14315,14173,9/9/2015
3588,14394,14250,9/10/2015
3589,14378,14234,9/11/2015
3590,14394,14250,9/14/2015
3591,14443,14299,9/15/2015
3592,14514,14370,9/16/2015
3593,14524,14380,9/17/2015
3594,14535,14391,9/18/2015
3595,14523,14379,9/21/2015
3596,14558,14414,9/22/2015
3597,14696,14550,9/23/2015
3598,14763,14617,9/25/2015
3599,14769,14623,9/28/2015
3600,14802,14654,9/29/2015
3601,14730,14584,9/30/2015
3602,14727,14581,10/1/2015
3603,14783,14635,10/2/2015
3604,14677,14531,10/5/2015
3605,14454,14310,10/6/2015
3606,14135,13995,10/7/2015
3607,13878,13740,10/8/2015
3608,13589,13453,10/9/2015
3609,13533,13399,10/12/2015
3610,13625,13489,10/13/2015
3611,13354,13222,10/15/2015
3612,13602,13466,10/16/2015
3613,13631,13495,10/19/2015
3614,13702,13566,10/20/2015
3615,13764,13628,10/21/2015
3616,13708,13572,10/22/2015
3617,13558,13424,10/23/2015
3618,13711,13575,10/26/2015
3619,13694,13558,10/27/2015
3620,13698,13562,10/28/2015
3621,13630,13494,10/29/2015
3622,13707,13571,10/30/2015
3623,13750,13614,11/2/2015
3624,13662,13526,11/3/2015
3625,13528,13394,11/4/2015
3626,13671,13535,11/5/2015
3627,13618,13482,11/6/2015
3628,13755,13619,11/9/2015
3629,13687,13551,11/10/2015
3630,13644,13508,11/11/2015
3631,13643,13507,11/12/2015
3632,13701,13565,11/13/2015
3633,13801,13663,11/16/2015
3634,13780,13642,11/17/2015
3635,13832,13694,11/18/2015
3636,13856,13718,11/19/2015
3637,13808,13670,11/20/2015
3638,13764,13628,11/23/2015
3639,13792,13654,11/24/2015
3640,13741,13605,11/25/2015
3641,13802,13664,11/26/2015
3642,13816,13678,11/27/2015
3643,13909,13771,11/30/2015
3644,13877,13739,12/1/2015
3645,13826,13688,12/2/2015
3646,13914,13776,12/3/2015
3647,13902,13764,12/4/2015
3648,13906,13768,12/7/2015
3649,13922,13784,12/8/2015
3650,14024,13884,12/10/2015
3651,14007,13867,12/11/2015
3652,14146,14006,12/14/2015
3653,14135,13995,12/15/2015
3654,14120,13980,12/16/2015
3655,14098,13958,12/17/2015
3656,14102,13962,12/18/2015
3657,13941,13803,12/21/2015
3658,13683,13547,12/22/2015
3659,13712,13576,12/23/2015
3660,13707,13571,12/28/2015
3661,13726,13590,12/29/2015
3662,13863,13725,12/30/2015
3663,13864,13726,12/31/2015
3664,13967,13829,1/4/2016
3665,14001,13861,1/5/2016
3666,13932,13794,1/6/2016
3667,14016,13876,1/7/2016
3668,13943,13805,1/8/2016
3669,14005,13865,1/11/2016
3670,13904,13766,1/12/2016
3671,13930,13792,1/13/2016
3672,13946,13808,1/14/2016
3673,13955,13817,1/15/2016
3674,14001,13861,1/18/2016
3675,13991,13851,1/19/2016
3676,13965,13827,1/20/2016
3677,13968,13830,1/21/2016
3678,13943,13805,1/22/2016
3679,13913,13775,1/25/2016
3680,13974,13834,1/26/2016
3681,13940,13802,1/27/2016
3682,13958,13820,1/28/2016
3683,13915,13777,1/29/2016
3684,13767,13631,2/1/2016
3685,13689,13553,2/2/2016
3686,13826,13688,2/3/2016
3687,13730,13594,2/4/2016
3688,13721,13585,2/5/2016
3689,13757,13621,2/9/2016
3690,13606,13470,2/10/2016
3691,13436,13302,2/11/2016
3692,13538,13404,2/12/2016
3693,13543,13409,2/15/2016
3694,13400,13266,2/16/2016
3695,13572,13436,2/17/2016
3696,13546,13412,2/18/2016
3697,13617,13481,2/19/2016
3698,13527,13393,2/22/2016
3699,13464,13330,2/23/2016
3700,13513,13379,2/24/2016
3701,13483,13349,2/25/2016
3702,13467,13333,2/26/2016
3703,13462,13328,2/29/2016
3704,13434,13300,3/1/2016
3705,13381,13247,3/2/2016
3706,13326,13194,3/3/2016
3707,13225,13093,3/4/2016
3708,13094,12964,3/7/2016
3709,13194,13062,3/8/2016
3710,13215,13083,3/10/2016
3711,13152,13022,3/11/2016
3712,13085,12955,3/14/2016
3713,13152,13022,3/15/2016
3714,13235,13103,3/16/2016
3715,13232,13100,3/17/2016
3716,13113,12983,3/18/2016
3717,13226,13094,3/21/2016
3718,13241,13109,3/22/2016
3719,13233,13101,3/23/2016
3720,13316,13184,3/24/2016
3721,13390,13256,3/28/2016
3722,13430,13296,3/29/2016
3723,13426,13292,3/30/2016
3724,13342,13210,3/31/2016
3725,13266,13134,4/1/2016
3726,13211,13079,4/4/2016
3727,13283,13151,4/5/2016
3728,13289,13157,4/6/2016
3729,13263,13131,4/7/2016
3730,13235,13103,4/8/2016
3731,13200,13068,4/11/2016
3732,13189,13057,4/12/2016
3733,13161,13031,4/13/2016
3734,13304,13172,4/14/2016
3735,13232,13100,4/15/2016
3736,13270,13138,4/18/2016
3737,13216,13084,4/19/2016
3738,13199,13067,4/20/2016
3739,13248,13116,4/21/2016
3740,13235,13103,4/22/2016
3741,13301,13169,4/25/2016
3742,13281,13149,4/26/2016
3743,13239,13107,4/27/2016
3744,13270,13138,4/28/2016
3745,13270,13138,4/29/2016
3746,13258,13126,5/2/2016
3747,13228,13096,5/3/2016
3748,13312,13180,5/4/2016
3749,13350,13218,5/9/2016
3750,13400,13266,5/10/2016
3751,13337,13205,5/11/2016
3752,13365,13233,5/12/2016
3753,13378,13244,5/13/2016
3754,13395,13261,5/16/2016
3755,13344,13212,5/17/2016
3756,13386,13252,5/18/2016
3757,13534,13400,5/19/2016
3758,13641,13505,5/20/2016
3759,13675,13539,5/23/2016
3760,13674,13538,5/24/2016
3761,13739,13603,5/25/2016
3762,13683,13547,5/26/2016
3763,13643,13507,5/27/2016
3764,13709,13573,5/30/2016
3765,13683,13547,5/31/2016
3766,13739,13603,6/1/2016
3767,13763,13627,6/2/2016
3768,13680,13544,6/3/2016
3769,13545,13411,6/6/2016
3770,13442,13308,6/7/2016
3771,13307,13175,6/8/2016
3772,13297,13165,6/9/2016
3773,13376,13242,6/10/2016
3774,13408,13274,6/13/2016
3775,13339,13207,6/14/2016
3776,13465,13331,6/15/2016
3777,13394,13260,6/16/2016
3778,13425,13291,6/17/2016
3779,13326,13194,6/20/2016
3780,13352,13220,6/21/2016
3781,13364,13232,6/22/2016
3782,13331,13199,6/23/2016
3783,13362,13230,6/24/2016
3784,13562,13428,6/27/2016
3785,13322,13190,6/28/2016
3786,13232,13100,6/29/2016
3787,13246,13114,6/30/2016
3788,13238,13106,7/1/2016
3789,13238,13106,7/4/2016
3790,13178,13046,7/11/2016
3791,13217,13085,7/12/2016
3792,13160,13030,7/13/2016
3793,13153,13023,7/14/2016
3794,13151,13021,7/15/2016
3795,13178,13046,7/18/2016
3796,13151,13021,7/19/2016
3797,13166,13034,7/20/2016
3798,13188,13056,7/21/2016
3799,13168,13036,7/22/2016
3800,13201,13069,7/25/2016
3801,13216,13084,7/26/2016
3802,13196,13064,7/27/2016
3803,13179,13047,7/28/2016
3804,13159,13029,7/29/2016
3805,13145,13015,8/1/2016
3806,13144,13014,8/2/2016
3807,13180,13048,8/3/2016
3808,13204,13072,8/4/2016
3809,13191,13059,8/5/2016
3810,13210,13078,8/8/2016
3811,13199,13067,8/9/2016
3812,13189,13057,8/10/2016
3813,13179,13047,8/11/2016
3814,13186,13054,8/12/2016
3815,13187,13055,8/15/2016
3816,13163,13033,8/16/2016
3817,13180,13048,8/18/2016
3818,13185,13053,8/19/2016
3819,13263,13131,8/22/2016
3820,13282,13150,8/23/2016
3821,13318,13186,8/24/2016
3822,13333,13201,8/25/2016
3823,13308,13176,8/26/2016
3824,13341,13209,8/29/2016
3825,13326,13194,8/30/2016
3826,13367,13233,8/31/2016
3827,13335,13203,9/1/2016
3828,13327,13195,9/2/2016
3829,13263,13131,9/5/2016
3830,13228,13096,9/6/2016
3831,13151,13021,9/7/2016
3832,13155,13025,9/8/2016
3833,13154,13024,9/9/2016
3834,13217,13085,9/13/2016
3835,13294,13162,9/14/2016
3836,13256,13124,9/15/2016
3837,13197,13065,9/16/2016
3838,13230,13098,9/19/2016
3839,13208,13076,9/20/2016
3840,13214,13082,9/21/2016
3841,13163,13033,9/22/2016
3842,13163,13033,9/23/2016
3843,13141,13011,9/26/2016
3844,13092,12962,9/27/2016
3845,12991,12861,9/28/2016
3846,13017,12887,9/29/2016
3847,13063,12933,9/30/2016
3848,13075,12945,10/3/2016
3849,13053,12923,10/4/2016
3850,13060,12930,10/5/2016
3851,13057,12927,10/6/2016
3852,13067,12937,10/7/2016
3853,13034,12904,10/10/2016
3854,13057,12927,10/11/2016
3855,13088,12958,10/12/2016
3856,13093,12963,10/13/2016
3857,13112,12982,10/14/2016
3858,13119,12989,10/17/2016
3859,13109,12979,10/18/2016
3860,13072,12942,10/19/2016
3861,13064,12934,10/20/2016
3862,13085,12955,10/21/2016
3863,13112,12982,10/24/2016
3864,13087,12957,10/25/2016
3865,13062,12932,10/26/2016
3866,13092,12962,10/27/2016
3867,13113,12983,10/28/2016
3868,13116,12986,10/31/2016
3869,13101,12971,11/1/2016
3870,13123,12993,11/2/2016
3871,13115,12985,11/3/2016
3872,13169,13037,11/4/2016
3873,13147,13017,11/7/2016
3874,13155,13025,11/8/2016
3875,13149,13019,11/9/2016
3876,13184,13052,11/10/2016
3877,13417,13283,11/11/2016
3878,13425,13291,11/14/2016
3879,13405,13271,11/15/2016
3880,13414,13280,11/16/2016
3881,13452,13318,11/17/2016
3882,13475,13341,11/18/2016
3883,13505,13371,11/21/2016
3884,13491,13357,11/22/2016
3885,13540,13406,11/23/2016
3886,13608,13472,11/24/2016
3887,13638,13502,11/25/2016
3888,13534,13400,11/28/2016
3889,13617,13481,11/29/2016
3890,13631,13495,11/30/2016
3891,13650,13514,12/1/2016
3892,13592,13456,12/2/2016
3893,13584,13448,12/5/2016
3894,13472,13338,12/6/2016
3895,13403,13269,12/7/2016
3896,13371,13237,12/8/2016
3897,13404,13270,12/9/2016
3898,13376,13242,12/13/2016
3899,13351,13219,12/14/2016
3900,13434,13300,12/15/2016
3901,13493,13359,12/16/2016
3902,13448,13314,12/19/2016
3903,13460,13326,12/20/2016
3904,13540,13406,12/21/2016
3905,13502,13368,12/22/2016
3906,13537,13403,12/23/2016
3907,13503,13369,12/27/2016
3908,13514,13380,12/28/2016
3909,13540,13406,12/29/2016
3910,13503,13369,12/30/2016
3911,13503,13369,12/31/2016
3912,13552,13418,1/3/2017
3913,13545,13411,1/4/2017
3914,13437,13303,1/5/2017
3915,13414,13280,1/6/2017
3916,13452,13318,1/9/2017
3917,13387,13253,1/10/2017
3918,13394,13260,1/11/2017
3919,13354,13222,1/12/2017
3920,13375,13241,1/13/2017
3921,13421,13287,1/16/2017
3922,13448,13314,1/17/2017
3923,13395,13261,1/18/2017
3924,13443,13309,1/19/2017
3925,13449,13315,1/20/2017
3926,13439,13305,1/23/2017
3927,13397,13263,1/24/2017
3928,13407,13273,1/25/2017
3929,13392,13258,1/26/2017
3930,13426,13292,1/27/2017
3931,13402,13268,1/30/2017
3932,13410,13276,1/31/2017
3933,13416,13282,2/1/2017
3934,13441,13307,2/2/2017
3935,13429,13295,2/3/2017
3936,13396,13262,2/6/2017
3937,13389,13255,2/7/2017
3938,13404,13270,2/8/2017
3939,13375,13241,2/9/2017
3940,13385,13251,2/10/2017
3941,13397,13263,2/13/2017
3942,13397,13263,2/14/2017
3943,13396,13262,2/16/2017
3944,13395,13261,2/17/2017
3945,13419,13285,2/20/2017
3946,13437,13303,2/21/2017
3947,13423,13289,2/22/2017
3948,13427,13293,2/23/2017
3949,13403,13269,2/24/2017
3950,13406,13272,2/27/2017
3951,13414,13280,2/28/2017
3952,13428,13294,3/1/2017
3953,13428,13294,3/2/2017
3954,13442,13308,3/3/2017
3955,13431,13297,3/6/2017
3956,13417,13283,3/7/2017
3957,13407,13273,3/8/2017
3958,13440,13306,3/9/2017
3959,13460,13326,3/10/2017
3960,13431,13297,3/13/2017
3961,13427,13293,3/14/2017
3962,13442,13308,3/15/2017
3963,13403,13269,3/16/2017
3964,13409,13275,3/17/2017
3965,13396,13262,3/20/2017
3966,13375,13241,3/21/2017
3967,13402,13268,3/22/2017
3968,13399,13265,3/23/2017
3969,13396,13262,3/24/2017
3970,13381,13247,3/27/2017
3971,13390,13256,3/29/2017
3972,13383,13249,3/30/2017
3973,13388,13254,3/31/2017
3974,13391,13257,4/3/2017
3975,13393,13259,4/4/2017
3976,13396,13262,4/5/2017
3977,13394,13260,4/6/2017
3978,13408,13274,4/7/2017
3979,13390,13256,4/10/2017
3980,13348,13216,4/11/2017
3981,13364,13232,4/12/2017
3982,13330,13198,4/13/2017
3983,13321,13189,4/17/2017
3984,13365,13233,4/18/2017
3985,13365,13233,4/19/2017
3986,13395,13261,4/20/2017
3987,13387,13253,4/21/2017
3988,13362,13230,4/25/2017
3989,13344,13212,4/26/2017
3990,13365,13233,4/27/2017
3991,13394,13260,4/28/2017
3992,13383,13249,5/2/2017
3993,13363,13231,5/3/2017
3994,13397,13263,5/4/2017
3995,13406,13272,5/5/2017
3996,13391,13257,5/8/2017
3997,13384,13250,5/9/2017
3998,13422,13288,5/10/2017
3999,13407,13273,5/12/2017
4000,13386,13252,5/15/2017
4001,13364,13232,5/16/2017
4002,13373,13239,5/17/2017
4003,13410,13276,5/18/2017
4004,13477,13343,5/19/2017
4005,13363,13231,5/22/2017
4006,13362,13230,5/23/2017
4007,13383,13249,5/24/2017
4008,13361,13229,5/26/2017
4009,13379,13245,5/29/2017
4010,13403,13269,5/30/2017
4011,13388,13254,5/31/2017
4012,13378,13244,6/2/2017
4013,13353,13221,6/5/2017
4014,13351,13219,6/6/2017
4015,13374,13240,6/7/2017
4016,13383,13249,6/8/2017
4017,13358,13226,6/9/2017
4018,13358,13226,6/12/2017
4019,13360,13228,6/13/2017
4020,13352,13220,6/14/2017
4021,13348,13216,6/15/2017
4022,13364,13232,6/16/2017
4023,13352,13220,6/19/2017
4024,13363,13231,6/20/2017
4025,13368,13234,6/21/2017
4026,13386,13252,6/22/2017
4027,13386,13252,6/30/2017
4028,13392,13258,7/3/2017
4029,13453,13319,7/4/2017
4030,13416,13282,7/5/2017
4031,13431,13297,7/6/2017
4032,13464,13330,7/7/2017
4033,13475,13341,7/10/2017
4034,13454,13320,7/11/2017
4035,13435,13301,7/12/2017
4036,13409,13275,7/13/2017
4037,13414,13280,7/14/2017
4038,13380,13246,7/17/2017
4039,13381,13247,7/18/2017
4040,13371,13237,7/19/2017
4041,13387,13253,7/20/2017
4042,13390,13256,7/21/2017
4043,13386,13252,7/24/2017
4044,13387,13253,7/25/2017
4045,13401,13267,7/26/2017
4046,13382,13248,7/27/2017
4047,13393,13259,7/28/2017
4048,13390,13256,7/31/2017
4049,13385,13251,8/1/2017
4050,13398,13264,8/2/2017
4051,13397,13263,8/3/2017
4052,13391,13257,8/4/2017
4053,13386,13252,8/7/2017
4054,13386,13252,8/8/2017
4055,13391,13257,8/9/2017
4056,13405,13271,8/10/2017
4057,13437,13303,8/11/2017
4058,13411,13277,8/14/2017
4059,13411,13277,8/15/2017
4060,13441,13307,8/16/2017
4061,13435,13301,8/18/2017
4062,13422,13288,8/21/2017
4063,13405,13271,8/22/2017
4064,13409,13275,8/23/2017
4065,13421,13287,8/24/2017
4066,13415,13281,8/25/2017
4067,13405,13271,8/28/2017
4068,13415,13281,8/29/2017
4069,13410,13276,8/30/2017
4070,13418,13284,8/31/2017
4071,13412,13278,9/4/2017
4072,13403,13269,9/5/2017
4073,13404,13270,9/6/2017
4074,13398,13264,9/7/2017
4075,13350,13218,9/8/2017
4076,13220,13088,9/11/2017
4077,13252,13120,9/12/2017
4078,13275,13143,9/13/2017
4079,13305,13173,9/14/2017
4080,13327,13195,9/15/2017
4081,13304,13172,9/18/2017
4082,13324,13192,9/19/2017
4083,13336,13204,9/20/2017
4084,13392,13258,9/22/2017
4085,13372,13238,9/25/2017
4086,13415,13281,9/26/2017
4087,13451,13317,9/27/2017
4088,13531,13397,9/28/2017
4089,13559,13425,9/29/2017
4090,13566,13432,10/2/2017
4091,13650,13514,10/3/2017
4092,13556,13422,10/4/2017
4093,13550,13416,10/5/2017
4094,13552,13418,10/6/2017
4095,13572,13436,10/9/2017
4096,13558,13424,10/10/2017
4097,13577,13441,10/11/2017
4098,13589,13453,10/12/2017
4099,13576,13440,10/13/2017
4100,13550,13416,10/16/2017
4101,13557,13423,10/17/2017
4102,13582,13446,10/18/2017
4103,13589,13453,10/19/2017
4104,13585,13449,10/20/2017
4105,13603,13467,10/23/2017
4106,13597,13461,10/24/2017
4107,13638,13502,10/25/2017
4108,13628,13492,10/26/2017
4109,13698,13562,10/27/2017
4110,13648,13512,10/30/2017
4111,13640,13504,10/31/2017
4112,13660,13524,11/1/2017
4113,13630,13494,11/2/2017
4114,13568,13432,11/3/2017
4115,13597,13461,11/6/2017
4116,13572,13436,11/7/2017
4117,13592,13456,11/8/2017
4118,13582,13446,11/9/2017
4119,13582,13446,11/10/2017
4120,13623,13487,11/13/2017
4121,13610,13474,11/14/2017
4122,13607,13471,11/15/2017
4123,13606,13470,11/16/2017
4124,13585,13449,11/17/2017
4125,13597,13461,11/20/2017
4126,13612,13476,11/21/2017
4127,13591,13455,11/22/2017
4128,13571,13435,11/23/2017
4129,13574,13438,11/24/2017
4130,13579,13443,11/27/2017
4131,13595,13459,11/28/2017
4132,13583,13447,11/29/2017
4133,13582,13446,11/30/2017
4134,13595,13459,12/4/2017
4135,13583,13447,12/5/2017
4136,13592,13456,12/6/2017
4137,13620,13484,12/7/2017
4138,13624,13488,12/8/2017
4139,13614,13478,12/11/2017
4140,13618,13482,12/12/2017
4141,13657,13521,12/13/2017
4142,13633,13497,12/14/2017
4143,13641,13505,12/15/2017
4144,13652,13516,12/18/2017
4145,13655,13519,12/19/2017
4146,13647,13511,12/20/2017
4147,13613,13477,12/21/2017
4148,13626,13490,12/22/2017
4149,13630,13494,12/27/2017
4150,13628,13492,12/28/2017
4151,13616,13480,12/29/2017
4152,13616,13480,12/30/2017
4153,13610,13474,1/2/2018
4154,13565,13431,1/3/2018
4155,13541,13407,1/4/2018
4156,13472,13338,1/5/2018
4157,13464,13330,1/8/2018
4158,13495,13361,1/9/2018
4159,13516,13382,1/10/2018
4160,13494,13360,1/11/2018
4161,13429,13295,1/12/2018
4162,13397,13263,1/15/2018
4163,13400,13266,1/16/2018
4164,13390,13256,1/17/2018
4165,13432,13298,1/18/2018
4166,13398,13264,1/19/2018
4167,13401,13267,1/22/2018
4168,13385,13251,1/23/2018
4169,13388,13254,1/24/2018
4170,13356,13224,1/25/2018
4171,13370,13236,1/26/2018
4172,13394,13260,1/29/2018
4173,13465,13331,1/30/2018
4174,13480,13346,1/31/2018
4175,13469,13335,2/1/2018
4176,13495,13361,2/2/2018
4177,13565,13431,2/5/2018
4178,13646,13510,2/6/2018
4179,13601,13465,2/7/2018
4180,13670,13534,2/8/2018
4181,13711,13575,2/9/2018
4182,13677,13541,2/12/2018
4183,13712,13576,2/13/2018
4184,13725,13589,2/14/2018
4185,13638,13502,2/15/2018
4186,13609,13473,2/19/2018
4187,13641,13505,2/20/2018
4188,13650,13514,2/21/2018
4189,13733,13597,2/22/2018
4190,13738,13602,2/23/2018
4191,13727,13591,2/26/2018
4192,13718,13582,2/27/2018
4193,13776,13638,2/28/2018
4194,13862,13724,3/1/2018
4195,13815,13677,3/2/2018
4196,13809,13671,3/5/2018
4197,13819,13681,3/6/2018
4198,13832,13694,3/7/2018
4199,13843,13705,3/8/2018
4200,13863,13725,3/9/2018
4201,13837,13699,3/12/2018
4202,13826,13688,3/13/2018
4203,13808,13670,3/14/2018
4204,13817,13679,3/15/2018
4205,13834,13696,3/16/2018
4206,13834,13696,3/19/2018
4207,13830,13692,3/20/2018
4208,13828,13690,3/21/2018
4209,13806,13668,3/22/2018
4210,13849,13711,3/23/2018
4211,13845,13707,3/26/2018
4212,13777,13639,3/27/2018
4213,13814,13676,3/28/2018
4214,13825,13687,3/29/2018
4215,13819,13681,4/2/2018
4216,13834,13696,4/3/2018
4217,13829,13691,4/4/2018
4218,13836,13698,4/5/2018
4219,13840,13702,4/6/2018
4220,13840,13702,4/9/2018
4221,13828,13690,4/10/2018
4222,13816,13678,4/11/2018
4223,13832,13694,4/12/2018
4224,13822,13684,4/13/2018
4225,13835,13697,4/16/2018
4226,13839,13701,4/17/2018
4227,13839,13701,4/18/2018
4228,13847,13709,4/19/2018
4229,13873,13735,4/20/2018
4230,13963,13825,4/23/2018
4231,13970,13830,4/24/2018
4232,13957,13819,4/25/2018
4233,14000,13860,4/26/2018
4234,13948,13810,4/27/2018
4235,13946,13808,4/30/2018
4236,14006,13866,5/2/2018
4237,14035,13895,5/3/2018
4238,14013,13873,5/4/2018
4239,14026,13886,5/7/2018
4240,14106,13966,5/8/2018
4241,14144,14004,5/9/2018
4242,14118,13978,5/11/2018
4243,14046,13906,5/14/2018
4244,14090,13950,5/15/2018
4245,14164,14024,5/16/2018
4246,14144,14004,5/17/2018
4247,14178,14036,5/18/2018
4248,14247,14105,5/21/2018
4249,14249,14107,5/22/2018
4250,14263,14121,5/23/2018
4251,14276,14134,5/24/2018
4252,14237,14095,5/25/2018
4253,14135,13995,5/28/2018
4254,14102,13962,5/30/2018
4255,14021,13881,5/31/2018
4256,13941,13803,6/4/2018
4257,13956,13818,6/5/2018
4258,13944,13806,6/6/2018
4259,13937,13799,6/7/2018
4260,13972,13832,6/8/2018
4261,13972,13832,6/19/2018
4262,13972,13832,6/20/2018
4263,14160,14020,6/21/2018
4264,14173,14031,6/22/2018
4265,14176,14034,6/25/2018
4266,14234,14092,6/26/2018
4267,14234,14092,6/27/2018
4268,14342,14200,6/28/2018
4269,14476,14332,6/29/2018
4270,14403,14259,7/2/2018
4271,14490,14346,7/3/2018
4272,14415,14271,7/4/2018
4273,14459,14315,7/5/2018
4274,14481,14337,7/6/2018
4275,14404,14260,7/9/2018
4276,14398,14254,7/10/2018
4277,14463,14319,7/11/2018
4278,14507,14363,7/12/2018
4279,14430,14286,7/13/2018
4280,14468,14324,7/16/2018
4281,14463,14319,7/17/2018
4282,14478,14334,7/18/2018
4283,14490,14346,7/19/2018
4284,14593,14447,7/20/2018
4285,14526,14382,7/23/2018
4286,14614,14468,7/24/2018
4287,14588,14442,7/25/2018
4288,14515,14371,7/26/2018
4289,14555,14411,7/27/2018
4290,14481,14337,7/30/2018
4291,14485,14341,7/31/2018
4292,14514,14370,8/1/2018
4293,14518,14374,8/2/2018
4294,14576,14430,8/3/2018
4295,14553,14409,8/6/2018
4296,14557,14413,8/7/2018
4297,14511,14367,8/8/2018
4298,14494,14350,8/9/2018
4299,14509,14365,8/10/2018
4300,14656,14510,8/13/2018
4301,14698,14552,8/14/2018
4302,14694,14548,8/15/2018
4303,14692,14546,8/16/2018
4304,14651,14505,8/20/2018
4305,14641,14495,8/21/2018
4306,14693,14547,8/23/2018
4307,14728,14582,8/24/2018
4308,14683,14537,8/27/2018
4309,14687,14541,8/28/2018
4310,14716,14570,8/29/2018
4311,14728,14582,8/30/2018
4312,14785,14637,8/31/2018
4313,14841,14693,9/3/2018
4314,14914,14766,9/4/2018
4315,15002,14852,9/5/2018
4316,14965,14817,9/6/2018
4317,14958,14810,9/7/2018
4318,14909,14761,9/10/2018
4319,14937,14789,9/12/2018
4320,14868,14720,9/13/2018
4321,14909,14761,9/14/2018
4322,14933,14785,9/17/2018
4323,14983,14833,9/18/2018
4324,14970,14822,9/19/2018
4325,14913,14765,9/20/2018
4326,14898,14750,9/21/2018
4327,14939,14791,9/24/2018
4328,14967,14819,9/25/2018
4329,15013,14863,9/26/2018
4330,14994,14844,9/27/2018
4331,15004,14854,9/28/2018
4332,14980,14830,10/1/2018
4333,15063,14913,10/2/2018
4334,15163,15013,10/3/2018
4335,15209,15057,10/4/2018
4336,15258,15106,10/5/2018
4337,15269,15117,10/8/2018
4338,15309,15157,10/9/2018
4339,15291,15139,10/10/2018
4340,15329,15177,10/11/2018
4341,15270,15118,10/12/2018
4342,15322,15170,10/15/2018
4343,15282,15130,10/16/2018
4344,15254,15102,10/17/2018
4345,15263,15111,10/18/2018
4346,15297,15145,10/19/2018
4347,15268,15116,10/22/2018
4348,15284,15132,10/23/2018
4349,15269,15117,10/24/2018
4350,15286,15134,10/25/2018
4351,15283,15131,10/26/2018
4352,15294,15142,10/29/2018
4353,15313,15161,10/30/2018
4354,15303,15151,10/31/2018
4355,15271,15119,11/1/2018
4356,15164,15014,11/2/2018
4357,15047,14897,11/5/2018
4358,14965,14817,11/6/2018
4359,14838,14690,11/7/2018
4360,14724,14578,11/8/2018
4361,14705,14559,11/9/2018
4362,14821,14673,11/12/2018
4363,14969,14821,11/13/2018
4364,14829,14681,11/14/2018
4365,14838,14690,11/15/2018
4366,14667,14521,11/16/2018
4367,14659,14513,11/19/2018
4368,14691,14545,11/21/2018
4369,14665,14519,11/22/2018
4370,14625,14479,11/23/2018
4371,14624,14478,11/26/2018
4372,14577,14431,11/27/2018
4373,14608,14462,11/28/2018
4374,14480,14336,11/29/2018
4375,14411,14267,11/30/2018
4376,14323,14181,12/3/2018
4377,14364,14222,12/4/2018
4378,14455,14311,12/5/2018
4379,14580,14434,12/6/2018
4380,14612,14466,12/7/2018
4381,14590,14444,12/10/2018
4382,14686,14540,12/11/2018
4383,14650,14504,12/12/2018
4384,14609,14463,12/13/2018
4385,14611,14465,12/14/2018
4386,14690,14544,12/17/2018
4387,14596,14450,12/18/2018
4388,14452,14308,12/19/2018
4389,14571,14427,12/20/2018
4390,14552,14408,12/21/2018
4391,14675,14529,12/26/2018
4392,14636,14490,12/27/2018
4393,14615,14469,12/28/2018
4394,14553,14409,12/31/2018
4395,14537,14393,1/2/2019
4396,14546,14402,1/3/2019
4397,14422,14278,1/4/2019
4398,14176,14034,1/7/2019
4399,14101,13961,1/8/2019
4400,14191,14049,1/9/2019
4401,14163,14023,1/10/2019
4402,14146,14006,1/11/2019
4403,14122,13982,1/14/2019
4404,14154,14014,1/15/2019
4405,14225,14083,1/16/2019
4406,14229,14087,1/17/2019
4407,14253,14111,1/18/2019
4408,14283,14141,1/21/2019
4409,14292,14150,1/22/2019
4410,14259,14117,1/23/2019
4411,14212,14070,1/24/2019
4412,14234,14092,1/25/2019
4413,14108,13968,1/28/2019
4414,14168,14028,1/29/2019
4415,14183,14041,1/30/2019
4416,14142,14002,1/31/2019
4417,14048,13908,2/1/2019
4418,14046,13906,2/4/2019
4419,14017,13877,2/6/2019
4420,14048,13908,2/7/2019
